Age (bin),Age Group,Category,Color,Discount,Discount Count,Frequency of Purchases,Gender,Item,Location,Past Purchases,Payment Method,Season,Shipping Type,Size,Subscription Status,Table Name,Age,Customer,Previous Purchases,Product Count,Review Rating,Sales (USD)
30,25-34,Accessories,Maroon,No,0,Weekly,Female,Scarf,Arkansas,4 - 6,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,33,2952,6,1,4.6,448.11
20,25-34,Accessories,Maroon,No,0,Fortnightly,Female,Gloves,Delaware,4 - 6,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,26,3615,4,1,4.7,12.09
20,25-34,Accessories,Gray,No,0,Fortnightly,Female,Handbag,Missouri,4 - 6,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,25,3293,4,1,4.9,10.81
20,25-34,Accessories,Yellow,No,0,Weekly,Female,Backpack,Vermont,4 - 6,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,26,2821,4,1,3.9,152.23
20,18-24,Accessories,Yellow,No,0,Weekly,Female,Belt,New Mexico,4 - 6,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,24,2691,4,1,4.7,17.27
50,45-54,Accessories,Purple,No,0,Weekly,Female,Hat,Vermont,1 - 3,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,50,3101,2,1,3.9,126.77
40,45-54,Accessories,Turquoise,No,0,Fortnightly,Female,Gloves,South Dakota,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,48,3493,0,1,4.6,59.35
20,18-24,Accessories,Brown,No,0,Fortnightly,Female,Handbag,Montana,1 - 3,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,22,3156,1,1,4.3,160.3
20,18-24,Accessories,Cyan,No,0,Fortnightly,Female,Handbag,Wisconsin,7 & more,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,20,2922,9,1,4.6,11.47
30,25-34,Accessories,Yellow,No,0,Weekly,Female,Sunglasses,Pennsylvania,1 - 3,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,30,2671,2,1,4.7,28.49
30,25-34,Accessories,Pink,No,0,Weekly,Female,Backpack,Nebraska,4 - 6,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,32,2708,4,1,4.2,144.67
20,25-34,Accessories,Charcoal,No,0,Weekly,Female,Hat,Oklahoma,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,26,3301,0,1,4,101.85
30,25-34,Accessories,Gold,No,0,Weekly,Female,Handbag,Kentucky,4 - 6,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,33,3036,4,1,4.5,57.25
10,18-24,Accessories,Lavender,No,0,Fortnightly,Female,Sunglasses,Pennsylvania,1 - 3,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,19,2741,1,1,4.9,70.87
30,35-44,Accessories,Cyan,No,0,Fortnightly,Female,Backpack,Texas,4 - 6,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,38,2882,5,1,4.2,160.75
70,65-70,Accessories,White,No,0,Monthly,Female,Hat,Virginia,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,70,3676,2,1,4.5,101.62
20,25-34,Accessories,Gold,No,0,Quarterly,Female,Belt,Connecticut,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,27,3155,1,1,4.4,42.12
60,55-64,Accessories,Gray,No,0,Weekly,Female,Handbag,Maryland,7 & more,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,64,2927,8,1,4.8,111.43
30,25-34,Accessories,Gray,No,0,Fortnightly,Female,Jewelry,South Dakota,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,33,2958,1,1,4.7,70.71
10,18-24,Accessories,Black,No,0,Quarterly,Female,Sunglasses,Nevada,"0
New",Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,18,2806,0,1,4.3,291.93
10,18-24,Accessories,Black,No,0,Weekly,Female,Sunglasses,New York,"0
New",Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,19,2919,0,1,4.9,78.74
40,45-54,Accessories,Olive,No,0,Weekly,Female,Handbag,Mississippi,4 - 6,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,45,3327,5,1,4.9,18.05
20,18-24,Accessories,Indigo,No,0,Monthly,Female,Jewelry,North Carolina,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,24,2738,0,1,4.4,87.56
30,35-44,Accessories,Peach,No,0,Weekly,Female,Scarf,Kansas,1 - 3,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,37,3600,3,1,4.6,18.9
20,25-34,Accessories,Blue,No,0,Quarterly,Female,Sunglasses,Pennsylvania,"0
New",Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,28,3022,0,1,4.5,90.94
40,35-44,Accessories,Magenta,No,0,Weekly,Female,Hat,Hawaii,7 & more,Cash,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,43,3286,9,1,4.6,16.42
20,18-24,Accessories,Pink,No,0,Quarterly,Female,Hat,North Carolina,1 - 3,Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,21,3318,1,1,4.7,63.48
30,25-34,Accessories,Peach,No,0,Weekly,Female,Gloves,Alaska,"0
New",Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,34,3141,0,1,4.6,28.4
30,35-44,Accessories,Lavender,No,0,Monthly,Female,Scarf,Georgia,"0
New",Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,36,2976,0,1,4.5,65.91
30,35-44,Clothing,Red,No,0,Weekly,Female,Skirt,California,1 - 3,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,36,3758,1,1,4.5,28.34
20,18-24,Clothing,Pink,No,0,Monthly,Female,T-shirt,Maine,1 - 3,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,23,2800,2,1,3.9,152.5
40,45-54,Clothing,Purple,No,0,Fortnightly,Female,Socks,Montana,1 - 3,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,48,3409,1,1,4.4,75.76
50,55-64,Clothing,Green,No,0,Monthly,Female,Hoodie,Montana,1 - 3,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,56,2896,1,1,4.6,133.11
30,25-34,Clothing,Silver,No,0,Weekly,Female,Dress,Tennessee,1 - 3,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,33,3444,2,1,5,11.44
60,55-64,Clothing,Lavender,No,0,Monthly,Female,Jeans,New Hampshire,4 - 6,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,64,3786,5,1,3.8,205.89
20,25-34,Clothing,Turquoise,No,0,Monthly,Female,Pants,Rhode Island,7 & more,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,28,3212,8,1,4.9,59.45
30,35-44,Clothing,Peach,No,0,Quarterly,Female,Dress,Colorado,4 - 6,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,36,3892,5,1,4.7,15.62
20,25-34,Clothing,Silver,No,0,Fortnightly,Female,Skirt,California,1 - 3,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,28,2866,2,1,3.7,291.21
30,35-44,Clothing,White,No,0,Fortnightly,Female,Skirt,Florida,4 - 6,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,38,3696,4,1,4.6,18.04
50,55-64,Clothing,Black,No,0,Monthly,Female,T-shirt,Minnesota,1 - 3,Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,55,3872,3,1,4.1,281.73
20,25-34,Clothing,Cyan,No,0,Quarterly,Female,Socks,New York,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,29,3575,0,1,4.9,70.37
10,18-24,Clothing,Gray,No,0,Weekly,Female,Pants,Pennsylvania,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,19,3509,0,1,4.7,40.76
70,65-70,Clothing,Brown,No,0,Weekly,Female,Sweater,Arizona,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,70,3557,0,1,4.2,143.49
20,25-34,Clothing,Charcoal,No,0,Fortnightly,Female,Hoodie,South Carolina,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,28,3597,0,1,4.3,115.62
40,45-54,Clothing,Green,No,0,Fortnightly,Female,Hoodie,New Mexico,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,45,3838,1,1,4.8,585.84
40,45-54,Clothing,Brown,No,0,Monthly,Female,Blouse,Kansas,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,48,3450,0,1,4.5,21.52
30,25-34,Clothing,Green,No,0,Monthly,Female,Dress,Iowa,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,31,2768,1,1,4.5,231.86
20,25-34,Clothing,Magenta,No,0,Quarterly,Female,Shirt,Pennsylvania,7 & more,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,28,2924,8,1,4.2,70.75
30,25-34,Clothing,Pink,No,0,Weekly,Female,Shirt,Nebraska,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,31,3504,0,1,3.9,253.46
20,18-24,Clothing,Magenta,No,0,Weekly,Female,Shorts,Nevada,4 - 6,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,24,3541,4,1,4.6,228.91
20,18-24,Clothing,Red,No,0,Monthly,Female,Pants,Pennsylvania,7 & more,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,20,3720,7,1,4.1,170.62
30,25-34,Clothing,Yellow,No,0,Quarterly,Female,Sweater,Michigan,1 - 3,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,33,3133,2,1,4.2,287.71
30,25-34,Clothing,Purple,No,0,Weekly,Female,Blouse,Illinois,7 & more,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,32,2759,7,1,3.2,343.38
20,25-34,Clothing,Blue,No,0,Monthly,Female,Blouse,Ohio,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,27,3270,2,1,4.9,50.02
40,45-54,Clothing,Orange,No,0,Monthly,Female,Dress,Michigan,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,45,3815,2,1,4.2,227.47
30,25-34,Clothing,White,No,0,Weekly,Female,Skirt,New York,"0
New",Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,31,3649,0,1,5,63.32
20,25-34,Clothing,Charcoal,No,0,Weekly,Female,Pants,Wyoming,1 - 3,Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,27,2837,3,1,5,35.34
20,25-34,Clothing,Gray,No,0,Monthly,Female,Sweater,South Carolina,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,26,2969,2,1,4.9,32.91
30,25-34,Clothing,Peach,No,0,Monthly,Female,Hoodie,Louisiana,1 - 3,Cash,Fall,Courier,S,Yes,Retail_Clothing_Sales.csv,33,2720,3,1,4.2,111.78
30,35-44,Clothing,Maroon,No,0,Quarterly,Female,Pants,Arizona,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,39,2774,0,1,4.6,342.22
20,25-34,Clothing,Charcoal,No,0,Weekly,Female,Blouse,Washington,"0
New",Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,25,3528,0,1,4.7,283.68
40,45-54,Clothing,Purple,No,0,Fortnightly,Female,Socks,Maryland,"0
New",Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,49,3467,0,1,4.6,26.39
20,25-34,Clothing,Orange,No,0,Monthly,Female,Sweater,New York,"0
New",Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,26,3480,0,1,4.9,43.47
20,18-24,Clothing,Teal,No,0,Quarterly,Female,T-shirt,Pennsylvania,"0
New",Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,22,3249,0,1,4.2,98
60,65-70,Clothing,Charcoal,No,0,Monthly,Female,Dress,Massachusetts,"0
New",Cash,Winter,Courier,S,Yes,Retail_Clothing_Sales.csv,66,3162,0,1,4.2,90.8
40,45-54,Clothing,White,No,0,Monthly,Female,T-shirt,Maryland,"0
New",Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,45,3718,0,1,4.2,125.96
20,25-34,Clothing,Red,No,0,Monthly,Female,Shirt,Oklahoma,"0
New",Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,27,3764,0,1,4.5,11.43
50,45-54,Footwear,Blue,No,0,Weekly,Female,Sandals,North Carolina,1 - 3,Cash,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,50,3090,3,1,4.6,9.61
50,45-54,Footwear,Teal,No,0,Weekly,Female,Sandals,Ohio,"0
New",Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,50,3411,0,1,4.3,87.11
60,65-70,Footwear,Blue,No,0,Quarterly,Female,Shoes,Wisconsin,1 - 3,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,66,3163,2,1,3.9,126.41
20,25-34,Footwear,Gray,No,0,Weekly,Female,Shoes,New York,"0
New",Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,29,3412,0,1,4.9,43.48
20,25-34,Footwear,Silver,No,0,Weekly,Female,Shoes,Nebraska,"0
New",Cash,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,28,3502,0,1,4.8,137.98
30,25-34,Footwear,Blue,No,0,Monthly,Female,Sandals,Nebraska,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,30,3369,1,1,4.8,12.11
20,25-34,Footwear,Teal,No,0,Quarterly,Female,Boots,Rhode Island,"0
New",Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,28,3730,0,1,4.7,110.33
40,45-54,Footwear,Orange,No,0,Quarterly,Female,Sneakers,South Carolina,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,48,3476,2,1,4.4,143.61
20,25-34,Footwear,Charcoal,No,0,Weekly,Female,Shoes,Minnesota,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,25,3554,1,1,4.9,415.22
50,45-54,Footwear,Charcoal,No,0,Weekly,Female,Sandals,Louisiana,4 - 6,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,54,3687,4,1,4.8,70.34
20,25-34,Footwear,Purple,No,0,Weekly,Female,Boots,Louisiana,1 - 3,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,27,3447,3,1,5,42.08
30,25-34,Footwear,Orange,No,0,Weekly,Female,Shoes,West Virginia,1 - 3,Cash,Winter,Courier,S,Yes,Retail_Clothing_Sales.csv,34,3527,1,1,4.8,81.4
40,35-44,Footwear,Olive,No,0,Fortnightly,Female,Boots,Michigan,1 - 3,Cash,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,43,2662,3,1,4.8,258.39
30,25-34,Footwear,Orange,No,0,Weekly,Female,Boots,South Carolina,1 - 3,Cash,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,30,3477,1,1,3.2,419.45
20,25-34,Footwear,Gray,No,0,Monthly,Female,Sneakers,Georgia,1 - 3,Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,25,3275,1,1,4.7,35.21
20,18-24,Footwear,Violet,No,0,Quarterly,Female,Shoes,North Dakota,1 - 3,Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,21,3532,3,1,4.6,38
60,55-64,Footwear,Purple,No,0,Weekly,Female,Boots,Kansas,1 - 3,Cash,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,64,3833,2,1,4.8,22.44
50,45-54,Outerwear,Turquoise,No,0,Fortnightly,Female,Coat,Alabama,1 - 3,Cash,Spring,Courier,L,Yes,Retail_Clothing_Sales.csv,54,3693,1,1,4.8,18.9
30,25-34,Outerwear,Purple,No,0,Fortnightly,Female,Jacket,Wisconsin,1 - 3,Cash,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,33,2711,2,1,4.7,36.63
40,35-44,Outerwear,Green,No,0,Monthly,Female,Jacket,New Hampshire,1 - 3,Cash,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,41,3873,2,1,4.3,205.62
20,25-34,Outerwear,Green,No,0,Weekly,Female,Jacket,South Dakota,1 - 3,Cash,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,27,3103,1,1,4.3,126.68
60,55-64,Outerwear,Gray,No,0,Fortnightly,Female,Jacket,Illinois,"0
New",Cash,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,60,3110,0,1,4.3,183.27
10,18-24,Outerwear,Olive,No,0,Weekly,Female,Coat,West Virginia,1 - 3,Cash,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,19,3471,1,1,4.5,68.4
10,18-24,Outerwear,Green,No,0,Fortnightly,Female,Jacket,Texas,1 - 3,Cash,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,18,3611,3,1,4.8,132.62
30,25-34,Accessories,Yellow,No,0,Monthly,Female,Handbag,Utah,1 - 3,Card,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,30,2972,2,1,3.9,627.47
30,35-44,Accessories,Silver,No,0,Monthly,Female,Backpack,Nevada,4 - 6,Card,Spring,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,36,3832,5,1,4,132.22
20,25-34,Accessories,Black,No,0,Fortnightly,Female,Handbag,Texas,"0
New",Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,25,3767,0,1,4.9,48.13
10,18-24,Accessories,Charcoal,No,0,Fortnightly,Female,Scarf,Texas,4 - 6,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,18,3468,4,1,5,29.27
30,35-44,Accessories,Magenta,No,0,Quarterly,Female,Handbag,Arizona,"0
New",Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,36,3479,0,1,4.6,45.08
20,25-34,Accessories,Peach,No,0,Fortnightly,Female,Jewelry,Iowa,4 - 6,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,25,2950,5,1,3.8,194.35
50,45-54,Accessories,Peach,No,0,Monthly,Female,Belt,Alabama,4 - 6,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,50,2953,4,1,4.9,11.46
20,18-24,Accessories,Olive,No,0,Weekly,Female,Handbag,Arkansas,"0
New",Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,21,3115,0,1,4.7,43.53
30,35-44,Accessories,White,No,0,Monthly,Female,Scarf,South Dakota,"0
New",Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,39,3277,0,1,4,428.34
50,45-54,Accessories,Lavender,No,0,Quarterly,Female,Handbag,Connecticut,1 - 3,Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,50,3242,1,1,4.4,46.66
30,35-44,Accessories,Olive,No,0,Weekly,Female,Sunglasses,Georgia,1 - 3,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,35,3140,3,1,4.4,126.5
40,45-54,Accessories,Maroon,No,0,Quarterly,Female,Sunglasses,Texas,1 - 3,Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,45,3223,3,1,4.6,121.1
50,55-64,Accessories,Lavender,No,0,Weekly,Female,Handbag,Louisiana,4 - 6,Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,55,3455,5,1,4.6,72.99
30,25-34,Accessories,Red,No,0,Quarterly,Female,Sunglasses,Missouri,"0
New",Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,30,3196,0,1,4.9,46.69
30,35-44,Accessories,Cyan,No,0,Fortnightly,Female,Jewelry,Virginia,"0
New",Card,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,38,3187,0,1,4.8,193.41
30,25-34,Accessories,Orange,No,0,Monthly,Female,Belt,Idaho,"0
New",Card,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,33,3727,0,1,4.3,125.88
20,25-34,Accessories,Magenta,No,0,Monthly,Female,Gloves,Connecticut,1 - 3,Card,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,26,3682,1,1,4.2,78.33
30,35-44,Accessories,Brown,No,0,Monthly,Female,Hat,Delaware,1 - 3,Card,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,39,2758,1,1,4.3,344.54
30,25-34,Accessories,White,No,0,Weekly,Female,Handbag,South Carolina,4 - 6,Card,Spring,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,31,3289,4,1,4.9,27.72
30,25-34,Clothing,Teal,No,0,Fortnightly,Female,Skirt,Washington,1 - 3,Card,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,33,3174,1,1,4.9,30.67
30,25-34,Clothing,Maroon,No,0,Fortnightly,Female,Dress,Arizona,4 - 6,Card,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,33,3643,4,1,4.4,72.89
20,18-24,Clothing,Orange,No,0,Monthly,Female,Socks,Delaware,1 - 3,Card,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,21,2733,2,1,4.2,84.55
10,18-24,Clothing,Beige,No,0,Quarterly,Female,Skirt,Florida,"0
New",Card,Winter,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,19,2881,0,1,4.8,27.74
20,25-34,Clothing,Turquoise,No,0,Fortnightly,Female,Shorts,California,7 & more,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,26,2819,8,1,4.7,78.85
20,18-24,Clothing,Red,No,0,Monthly,Female,T-shirt,California,4 - 6,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,24,3283,4,1,4.8,208.39
20,25-34,Clothing,Maroon,No,0,Monthly,Female,Socks,Illinois,4 - 6,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,25,3734,5,1,4.7,46.56
20,25-34,Clothing,Orange,No,0,Weekly,Female,Dress,Georgia,"0
New",Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,26,3582,0,1,4.9,228.19
20,18-24,Clothing,Maroon,No,0,Weekly,Female,Shirt,Wyoming,"0
New",Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,22,3683,0,1,4.6,49.88
10,18-24,Clothing,Turquoise,No,0,Weekly,Female,Sweater,Vermont,7 & more,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,19,3801,8,1,4.8,12.77
20,25-34,Clothing,Peach,No,0,Fortnightly,Female,Blouse,Kentucky,"0
New",Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,26,3802,0,1,5,120.77
20,18-24,Clothing,Pink,No,0,Fortnightly,Female,Hoodie,Montana,"0
New",Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,24,2737,0,1,4.8,12.13
20,25-34,Clothing,Olive,No,0,Monthly,Female,Hoodie,Nevada,"0
New",Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,28,3878,0,1,4.2,250.18
20,18-24,Clothing,Red,No,0,Monthly,Female,Jeans,Idaho,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,22,3737,1,1,4.6,43.38
50,45-54,Clothing,Blue,No,0,Monthly,Female,Skirt,Texas,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,54,3278,2,1,4.9,132.81
10,18-24,Clothing,Silver,No,0,Quarterly,Female,Skirt,Virginia,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,19,2784,2,1,4.5,22.53
20,18-24,Clothing,Red,No,0,Quarterly,Female,Sweater,Nebraska,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,24,3407,2,1,4,97.78
30,25-34,Clothing,Indigo,No,0,Weekly,Female,Shorts,Rhode Island,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,33,3663,1,1,4.9,101.68
30,35-44,Clothing,Cyan,No,0,Weekly,Female,Sweater,South Dakota,1 - 3,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,35,3389,3,1,4.5,27.68
20,25-34,Clothing,Violet,No,0,Weekly,Female,Skirt,Michigan,7 & more,Card,Spring,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,28,3443,8,1,4.3,94.1
40,45-54,Clothing,Silver,No,0,Fortnightly,Female,Dress,Maryland,1 - 3,Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,45,2954,1,1,4.8,111.36
10,18-24,Clothing,Yellow,No,0,Monthly,Female,Pants,Vermont,1 - 3,Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,19,3131,1,1,4.5,9.02
30,35-44,Clothing,Olive,No,0,Weekly,Female,Dress,Utah,4 - 6,Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,37,3007,4,1,3.7,442.89
20,18-24,Clothing,Violet,No,0,Fortnightly,Female,Socks,Virginia,1 - 3,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,21,3785,3,1,4.5,39.25
30,35-44,Clothing,Yellow,No,0,Fortnightly,Female,Shirt,Kentucky,4 - 6,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,37,3378,4,1,4.6,17.19
40,35-44,Clothing,Cyan,No,0,Monthly,Female,Pants,Maine,4 - 6,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,41,3475,4,1,4.4,110.88
20,18-24,Clothing,Peach,No,0,Weekly,Female,Shorts,Virginia,1 - 3,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,22,2719,1,1,4.9,161.2
30,25-34,Clothing,Yellow,No,0,Weekly,Female,Hoodie,Idaho,7 & more,Card,Winter,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,33,3587,8,1,4.6,14.14
30,35-44,Clothing,Silver,No,0,Fortnightly,Female,Shirt,Oregon,"0
New",Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,38,3501,0,1,4.6,32.82
30,25-34,Clothing,Cyan,No,0,Quarterly,Female,Shorts,Montana,"0
New",Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,30,3845,0,1,5,137.45
20,25-34,Clothing,Silver,No,0,Quarterly,Female,Socks,Washington,"0
New",Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,25,3670,0,1,4.6,37.96
40,35-44,Clothing,Violet,No,0,Weekly,Female,Skirt,Alaska,"0
New",Card,Fall,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,41,2761,0,1,5,111.71
20,18-24,Clothing,Maroon,No,0,Monthly,Female,Dress,Utah,"0
New",Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,24,2858,0,1,3.8,194.59
10,18-24,Clothing,Turquoise,No,0,Fortnightly,Female,Dress,Oklahoma,1 - 3,Card,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,18,3726,1,1,4.4,592.16
40,45-54,Clothing,Turquoise,No,0,Fortnightly,Female,Hoodie,Colorado,1 - 3,Card,Winter,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,49,3372,2,1,4,421.61
